request_id,submitted_by,agent_id,request_type,submitted_date,resolved_date,status,priority,region,resolution_notes
REQ000232,Jason Robbins,AGT06902,Dashboard Update,2021-01-03,2021-02-01,Resolved,Critical,Manitoba,Id adipisci labore incidunt in dolorem natus voluptatibus assumenda.
REQ000233,Edgar Mcconnell,AGT04436,Dashboard Update,2024-10-30,,Open,Critical,Ontario,
REQ000234,Theresa Parrish,AGT05066,Data Discrepancy,2022-03-12,,Open,Critical,Alberta,
REQ000235,Edward Jordan,AGT02290,Ad-hoc Analysis,2025-08-10,,Open,Low,Manitoba,
REQ000236,Sandra Christian,AGT07056,Ad-hoc Analysis,2021-07-22,,Open,High,Saskatchewan,
REQ000237,Charles Ramos,AGT00320,Dashboard Update,2023-07-06,,Escalated,High,Ontario,
REQ000238,Patricia Bell,AGT00823,KPI Clarification,2022-04-03,,In Progress,Medium,Ontario,
REQ000239,Jason Peterson,AGT03369,Ad-hoc Analysis,2023-06-24,2023-07-01,Resolved,High,British Columbia,Vel error rerum nesciunt suscipit minus impedit officiis praesentium at repellat.
REQ000240,Teresa Roy,AGT08201,KPI Clarification,2025-01-05,2025-01-07,Resolved,Low,Ontario,Nisi natus eligendi quasi occaecati cupiditate similique voluptatum.
REQ000241,Michael Murphy,AGT02375,Access Issue,2023-11-17,,In Progress,Medium,Alberta,
REQ000242,Lisa Williams,AGT08159,Data Discrepancy,2021-07-13,,In Progress,Critical,Ontario,
REQ000243,Jane Cisneros,AGT04233,Data Discrepancy,2021-07-15,,Open,Low,British Columbia,
REQ000244,Matthew Davis,AGT03334,Ad-hoc Analysis,2022-01-02,,Open,Medium,Saskatchewan,
REQ000245,Samuel Clark,AGT04790,KPI Clarification,2025-02-14,,Open,Low,Saskatchewan,
REQ000246,Matthew Gregory,AGT07017,Access Issue,2022-10-24,,In Progress,High,British Columbia,
REQ000247,Taylor Robinson,AGT02111,Dashboard Update,2023-03-26,2023-04-18,Resolved,Medium,Saskatchewan,Illum odio laborum iusto rem.
REQ000248,Scott Clarke,AGT03943,Access Issue,2021-07-26,,Escalated,Medium,Quebec,
REQ000249,John Martinez,AGT04503,Dashboard Update,2025-03-18,,In Progress,High,British Columbia,
REQ000250,Troy Ford,AGT07312,Report Request,2022-05-17,,Escalated,Low,British Columbia,
REQ000251,Kelly Estrada,AGT06530,Access Issue,2025-10-31,,In Progress,Critical,Quebec,
REQ000252,Anthony Mason,AGT05317,Data Discrepancy,2023-07-13,,In Progress,High,British Columbia,
REQ000253,Larry Peters,AGT02057,KPI Clarification,2024-02-12,2024-02-13,Resolved,High,British Columbia,Doloribus possimus ipsa harum.
REQ000254,Laura Nelson MD,AGT09671,Access Issue,2021-04-05,,Escalated,Medium,Alberta,
REQ000255,Brittney Lloyd,AGT01897,Access Issue,2022-04-18,,Escalated,High,British Columbia,
REQ000256,Ryan Wilson,AGT04941,Access Issue,2021-08-03,,Escalated,Medium,British Columbia,
REQ000257,Donald Norton,AGT07822,KPI Clarification,2022-03-29,,Open,Low,Manitoba,
REQ000258,Amy Christian,AGT07406,Data Discrepancy,2024-05-16,2024-05-23,Resolved,Low,Quebec,Quisquam ab nam maxime corporis commodi voluptatum quos possimus nostrum.
REQ000259,Pamela Rose,AGT06033,Access Issue,2024-04-13,,Escalated,Medium,Quebec,
REQ000260,Paula Scott,AGT07050,KPI Clarification,2025-08-05,,Open,Critical,Manitoba,
REQ000261,Heather Gray,AGT08478,Access Issue,2023-01-16,,Open,Low,Saskatchewan,
REQ000262,Jonathan Ferrell,AGT09134,Dashboard Update,2025-04-04,,Escalated,Medium,British Columbia,
REQ000263,Linda Taylor,AGT03813,KPI Clarification,2021-08-08,,In Progress,Critical,Quebec,
REQ000264,Kristin Sutton,AGT04192,Report Request,2021-09-19,,Open,High,Alberta,
REQ000265,Steven Woods,AGT05895,Data Discrepancy,2025-02-22,,In Progress,Medium,Alberta,
REQ000266,Traci Jenkins,AGT01087,Ad-hoc Analysis,2023-06-25,,Escalated,High,Alberta,
REQ000267,Katelyn Olsen,AGT01860,Access Issue,2023-11-10,2023-11-16,Resolved,High,Quebec,Sapiente minima odit placeat rem.
REQ000268,John Benson,AGT00241,Report Request,2022-01-23,,In Progress,High,Manitoba,
REQ000269,Dr. David Beard,AGT00885,Data Discrepancy,2024-03-05,,In Progress,High,British Columbia,
REQ000270,Michelle Rhodes,AGT05800,Dashboard Update,2022-10-01,,Escalated,High,Quebec,
REQ000271,Mark Ferguson,AGT08167,Report Request,2023-02-23,,Escalated,High,Alberta,
REQ000272,Robert Martinez,AGT08653,Data Discrepancy,2022-01-05,,Escalated,Critical,Saskatchewan,
REQ000273,Gregory Morse,AGT09037,Access Issue,2021-10-02,,Escalated,Medium,British Columbia,
REQ000274,Paul Hanson,AGT00011,Ad-hoc Analysis,2021-04-04,,Escalated,Low,Manitoba,
REQ000275,Kelsey Jimenez,AGT04898,Report Request,2025-05-16,2025-06-09,Resolved,High,Quebec,Amet deleniti libero illum ducimus nisi aperiam.
REQ000276,Brandon Smith,AGT01360,Dashboard Update,2025-01-02,,Escalated,Low,Alberta,
REQ000277,Bryan Smith,AGT08641,Access Issue,2021-11-16,,In Progress,Low,Saskatchewan,
REQ000278,Patricia Nguyen,AGT05682,Data Discrepancy,2022-12-25,,In Progress,High,Ontario,
REQ000279,Michael Moore,AGT06185,Ad-hoc Analysis,2022-03-23,,In Progress,Critical,Alberta,
REQ000280,Andrew Reyes,AGT05206,Data Discrepancy,2022-10-31,,Escalated,Critical,Ontario,
REQ000281,Patrick Johnson,AGT02229,Dashboard Update,2023-02-17,,In Progress,Critical,Saskatchewan,
REQ000282,Sara Clark,AGT00073,Ad-hoc Analysis,2025-05-09,,In Progress,Low,Ontario,
REQ000283,Susan Hanson,AGT04011,Data Discrepancy,2022-06-02,,Open,High,Saskatchewan,
REQ000284,Raven Clark,AGT08385,Access Issue,2022-06-30,,Escalated,Medium,Ontario,
REQ000285,Rebekah Williams,AGT04919,Dashboard Update,2023-02-03,,In Progress,Critical,British Columbia,
REQ000286,Tyler Williams,AGT06418,KPI Clarification,2021-12-06,,Open,Critical,British Columbia,
REQ000287,Emily Serrano,AGT08597,Report Request,2021-06-02,,Open,Medium,British Columbia,
REQ000288,Jeremy Ponce,AGT07158,Data Discrepancy,2025-01-05,,In Progress,Critical,British Columbia,
REQ000289,Brianna Powell,AGT04190,KPI Clarification,2025-08-11,2025-09-08,Resolved,High,Manitoba,Tenetur deserunt eligendi sunt.
REQ000290,Dr. Kaitlyn Sullivan PhD,AGT02742,Report Request,2024-07-03,2024-07-04,Resolved,High,Alberta,Nulla sit consequuntur dolor maxime placeat sunt doloremque ipsam.
REQ000291,Cheryl Evans,AGT06148,Ad-hoc Analysis,2022-02-18,,Open,High,British Columbia,
REQ000292,Sara Singh,AGT09602,KPI Clarification,2024-11-02,2024-11-05,Resolved,Critical,Ontario,Saepe a eligendi iste modi.
REQ000293,Nicholas Norman,AGT00887,Data Discrepancy,2021-10-02,,Open,Low,British Columbia,
REQ000294,Crystal Little,AGT04123,KPI Clarification,2022-04-25,,Open,High,Alberta,
REQ000295,Rebecca Burns,AGT01522,Report Request,2023-06-13,,In Progress,Critical,Quebec,
REQ000296,Megan Norton,AGT03423,KPI Clarification,2022-09-20,,Open,Medium,Saskatchewan,
REQ000297,Robert Mcconnell,AGT03705,Dashboard Update,2024-10-01,,Open,Critical,Quebec,
REQ000298,Katherine Edwards,AGT05466,Access Issue,2024-04-09,,In Progress,Medium,Ontario,
REQ000299,Jennifer Castillo,AGT04496,Access Issue,2024-03-14,,Open,Low,Saskatchewan,
REQ000300,Shannon King,AGT04174,Data Discrepancy,2024-11-07,,In Progress,Low,British Columbia,
REQ000301,Bianca Cervantes,AGT07472,Report Request,2021-03-06,2021-04-04,Resolved,Medium,Ontario,Deserunt suscipit non sed molestias amet id.
REQ000302,Mark Jones,AGT08615,Data Discrepancy,2021-10-19,,Escalated,High,British Columbia,
REQ000303,Gina Reyes,AGT06564,Report Request,2024-10-18,,In Progress,Critical,British Columbia,
REQ000304,Leah Watson,AGT06005,Data Discrepancy,2025-11-18,2025-12-17,Resolved,High,Quebec,Quam laudantium inventore architecto facilis deserunt adipisci cupiditate similique ab.
REQ000305,Anthony Keller,AGT04178,Access Issue,2022-02-26,,Open,Low,Manitoba,
REQ000306,Kenneth Washington,AGT03827,Report Request,2024-05-09,,Open,High,Ontario,
REQ000307,Jacob Garcia,AGT04986,Dashboard Update,2021-03-26,,Open,Medium,Manitoba,
REQ000308,Darrell Collins PhD,AGT04416,Data Discrepancy,2024-01-13,,Escalated,Critical,Saskatchewan,
REQ000309,Jennifer Shaw,AGT03058,Ad-hoc Analysis,2025-02-14,2025-03-07,Resolved,High,Quebec,Iure quia voluptates necessitatibus labore ipsum.
REQ000310,Barbara Brown,AGT01257,Data Discrepancy,2021-02-04,2021-02-13,Resolved,Medium,Manitoba,Occaecati vel suscipit eveniet dolorum incidunt ipsum.
REQ000311,Amy Howard,AGT08260,Dashboard Update,2023-08-24,,In Progress,Low,Alberta,
REQ000312,Rachel Marshall,AGT07761,Access Issue,2021-05-17,,Open,Medium,Saskatchewan,
REQ000313,Samantha Richardson,AGT05941,Data Discrepancy,2024-08-03,,Open,Low,Alberta,
REQ000314,Mr. Gregory Stein,AGT00278,KPI Clarification,2025-03-05,,Open,Low,Manitoba,
REQ000315,Christine Terry,AGT05927,Access Issue,2023-04-25,,Escalated,Critical,Ontario,
REQ000316,Gregory Spencer,AGT01015,Ad-hoc Analysis,2021-11-13,,Escalated,High,Quebec,
REQ000317,Bryan Mcconnell,AGT08519,KPI Clarification,2022-07-12,,Open,Low,Quebec,
REQ000318,Paul Mendoza,AGT02054,Report Request,2025-05-31,,Open,High,Manitoba,
REQ000319,Justin Morales,AGT05063,Access Issue,2021-03-07,,In Progress,Low,Ontario,
REQ000320,Jennifer Mason,AGT04531,Data Discrepancy,2023-08-26,2023-09-01,Resolved,Low,Manitoba,Nulla nisi doloribus velit delectus.
REQ000321,Nathan Horn,AGT07039,Ad-hoc Analysis,2025-05-11,,In Progress,High,Quebec,
REQ000322,Patrick Velazquez,AGT06307,Report Request,2023-10-26,,Escalated,Low,Ontario,
REQ000323,David Rich,AGT01072,Report Request,2021-07-23,2021-08-21,Resolved,High,British Columbia,Repudiandae quia aspernatur error fuga natus sunt alias cupiditate vel.
REQ000324,Miss Kimberly Watts,AGT06635,Dashboard Update,2024-10-01,2024-10-30,Resolved,Medium,Manitoba,Occaecati ea error excepturi nemo libero eveniet ex.
REQ000325,Matthew Wagner,AGT02039,Data Discrepancy,2021-09-05,,Escalated,Medium,Manitoba,
REQ000326,Samantha Smith,AGT07561,Ad-hoc Analysis,2021-11-11,,Open,Critical,Ontario,
REQ000327,Joshua Young,AGT02606,Ad-hoc Analysis,2021-11-14,,Open,Low,British Columbia,
REQ000328,Phillip Harris,AGT06856,KPI Clarification,2025-06-30,,Open,Medium,Manitoba,
REQ000329,John Dominguez,AGT07045,Data Discrepancy,2025-03-16,2025-04-13,Resolved,Low,Manitoba,Provident laborum dolor labore.
REQ000330,Austin Williams,AGT06885,Dashboard Update,2025-11-20,,Escalated,High,Saskatchewan,
REQ000331,Julia Thomas,AGT09853,Report Request,2025-05-28,,Escalated,Medium,Quebec,
REQ000332,Ashley Wu,AGT08023,KPI Clarification,2021-06-22,,Escalated,Low,Saskatchewan,
REQ000333,Michael Simmons,AGT01378,Data Discrepancy,2021-11-29,,Open,High,Ontario,
REQ000334,Karla Williams,AGT02425,Ad-hoc Analysis,2024-09-04,,In Progress,Medium,Saskatchewan,
REQ000335,Spencer Jones,AGT07103,Dashboard Update,2022-12-05,,Open,Critical,Quebec,
REQ000336,Susan Williams,AGT04127,Ad-hoc Analysis,2022-04-18,,In Progress,Critical,Manitoba,
REQ000337,Kayla Johnson,AGT04058,KPI Clarification,2022-01-09,2022-01-14,Resolved,Low,Quebec,Pariatur ab esse perspiciatis porro beatae.
REQ000338,April Hartman MD,AGT00708,Report Request,2021-07-14,,Escalated,Critical,British Columbia,
REQ000339,Mrs. Jennifer Ortiz,AGT06165,Access Issue,2021-11-09,,Escalated,Critical,Ontario,
REQ000340,Marcus Bishop,AGT06309,Ad-hoc Analysis,2025-06-23,,Open,Medium,Manitoba,
REQ000341,Rachel Patterson,AGT03854,Dashboard Update,2023-07-22,,Open,Critical,Alberta,
REQ000342,Tiffany Barker,AGT08704,Access Issue,2023-11-22,,In Progress,Medium,Quebec,
REQ000343,Cassandra Lee,AGT09376,Dashboard Update,2021-03-25,2021-04-06,Resolved,High,Alberta,At asperiores corrupti aut officia natus quae repellendus architecto.
REQ000344,Michelle Mcdaniel,AGT09002,Report Request,2022-07-29,2022-08-08,Resolved,Medium,Manitoba,Est rem sunt asperiores laborum aut quis.
REQ000345,Kevin Ritter,AGT00199,Report Request,2022-06-08,,Open,Critical,Saskatchewan,
REQ000346,Angela Davis,AGT04707,KPI Clarification,2025-06-22,,Escalated,High,Manitoba,
REQ000347,Christopher Hood,AGT01172,Dashboard Update,2022-08-02,2022-08-12,Resolved,Critical,Quebec,Sed eum architecto nulla.
REQ000348,James Davis,AGT02528,KPI Clarification,2022-08-11,,Open,High,Ontario,
REQ000349,David Fox,AGT00922,Report Request,2025-02-19,,In Progress,Medium,Ontario,
REQ000350,Amy Baker,AGT05988,KPI Clarification,2025-08-24,,Open,Medium,Manitoba,
REQ000351,Christopher Obrien,AGT06599,Dashboard Update,2021-05-06,,Escalated,Medium,Manitoba,
REQ000352,Gavin Solis,AGT01134,Data Discrepancy,2023-10-27,2023-11-21,Resolved,High,Ontario,Dolorum magnam pariatur repellat recusandae vel sapiente vero.
REQ000353,Dawn Grant,AGT00485,KPI Clarification,2025-12-29,,Escalated,Low,Saskatchewan,
REQ000354,Lisa Wilkins,AGT04665,Dashboard Update,2024-11-27,,Open,Low,Ontario,
REQ000355,Cheryl Frost,AGT00044,Report Request,2025-07-09,,Open,Critical,Saskatchewan,
REQ000356,Brittany May,AGT01294,Dashboard Update,2024-05-14,,Open,Medium,Quebec,
REQ000357,Alexis Williams,AGT09693,Access Issue,2021-02-20,,Escalated,Critical,Quebec,
REQ000358,George Velasquez,AGT01434,KPI Clarification,2024-09-02,,In Progress,High,Saskatchewan,
REQ000359,Hannah Reese,AGT08766,Data Discrepancy,2025-09-30,,Open,Critical,British Columbia,
REQ000360,Robert Griffin,AGT09885,KPI Clarification,2022-09-16,2022-10-13,Resolved,Low,Alberta,Aspernatur iure adipisci sint non.
REQ000361,Ryan Nelson,AGT06435,Report Request,2022-04-26,,In Progress,Critical,Ontario,
REQ000362,Glenn Brooks,AGT02899,Report Request,2024-07-11,,Open,Critical,Alberta,
REQ000363,Jennifer Hoover,AGT05108,Access Issue,2022-07-03,,Open,Critical,Quebec,
REQ000364,Madison Burke,AGT00278,Ad-hoc Analysis,2021-07-02,2021-07-08,Resolved,High,Alberta,Dolores illum itaque temporibus quis provident nam.
REQ000365,David Turner,AGT01798,Data Discrepancy,2021-04-27,,In Progress,High,British Columbia,
REQ000366,Adrian Bowman,AGT03359,Dashboard Update,2023-03-31,,Escalated,Low,Quebec,
REQ000367,Matthew Parker,AGT03823,Dashboard Update,2024-10-08,,Escalated,High,Alberta,
REQ000368,William Watts,AGT01434,Dashboard Update,2022-02-05,,Escalated,Low,Quebec,
REQ000369,Timothy Robinson,AGT05370,Report Request,2022-02-21,,Escalated,Medium,Manitoba,
REQ000370,Andrew Kelly,AGT02295,Access Issue,2024-04-07,,Open,Critical,Ontario,
REQ000371,Kevin Davis,AGT02849,Ad-hoc Analysis,2023-04-07,,Open,Medium,Saskatchewan,
REQ000372,Susan Palmer,AGT06184,KPI Clarification,2022-04-25,2022-05-17,Resolved,High,Saskatchewan,Harum iure adipisci qui odit necessitatibus exercitationem recusandae eos aspernatur.
REQ000373,Jillian Mitchell,AGT04083,Access Issue,2024-08-20,,Open,Medium,Ontario,
REQ000374,Kristi Hoffman,AGT00759,Report Request,2025-01-05,,Open,Medium,Quebec,
REQ000375,Alexander Porter,AGT05746,Ad-hoc Analysis,2024-10-12,,Open,Critical,Quebec,
REQ000376,Lisa Rivas,AGT03029,Report Request,2022-02-05,,Escalated,High,Quebec,
REQ000377,Jack Small,AGT06413,Report Request,2024-04-27,2024-05-27,Resolved,Critical,Saskatchewan,Quos quis veritatis aliquam quaerat voluptas minus debitis iure.
REQ000378,Nancy Johnson,AGT00043,Ad-hoc Analysis,2023-09-27,,In Progress,High,Quebec,
REQ000379,Lori Simmons DVM,AGT07242,Dashboard Update,2021-09-03,,Escalated,Low,British Columbia,
REQ000380,Geoffrey Fitzgerald,AGT05099,Data Discrepancy,2022-09-30,,In Progress,Critical,Saskatchewan,
REQ000381,Laura Herring,AGT04113,Report Request,2025-01-14,,Open,Medium,Manitoba,
REQ000382,Ronald Allen,AGT01852,Report Request,2025-03-24,,Open,Critical,Quebec,
REQ000383,Curtis Gutierrez,AGT06472,KPI Clarification,2021-05-04,,In Progress,Medium,Manitoba,
REQ000384,Tiffany Baker,AGT03830,Ad-hoc Analysis,2022-10-21,2022-11-04,Resolved,Medium,Alberta,Odit autem cumque voluptates temporibus quod quidem.
REQ000385,Tabitha Graham,AGT07690,Ad-hoc Analysis,2024-05-17,,Open,Low,Saskatchewan,
REQ000386,Russell Ferguson,AGT02980,Dashboard Update,2024-03-19,2024-03-29,Resolved,Critical,Saskatchewan,Minus quidem nostrum maxime tenetur autem voluptas praesentium.
REQ000387,Brian Walker,AGT02418,Access Issue,2025-01-05,2025-01-30,Resolved,Critical,Manitoba,Doloremque animi quas ex nulla error ab.
REQ000388,John Olson,AGT07278,Access Issue,2022-10-29,,Open,Medium,British Columbia,
REQ000389,Kimberly Carroll,AGT02462,Data Discrepancy,2024-04-07,2024-04-19,Resolved,High,Alberta,Velit ipsa architecto nulla praesentium distinctio sunt mollitia.
REQ000390,Ralph Pittman,AGT05907,Report Request,2024-06-25,,In Progress,Medium,Saskatchewan,
REQ000391,Katherine Scott,AGT02923,Report Request,2024-08-25,,Open,Low,Ontario,
REQ000392,Scott Webster,AGT04265,Data Discrepancy,2021-01-20,,Escalated,Medium,Manitoba,
REQ000393,Debra Palmer,AGT08314,Data Discrepancy,2023-07-07,,Escalated,Critical,Quebec,
REQ000394,Holly Todd MD,AGT03905,Ad-hoc Analysis,2024-10-31,,Escalated,Low,Ontario,
REQ000395,Lindsey Contreras,AGT01633,KPI Clarification,2022-09-26,2022-10-05,Resolved,High,Quebec,Sunt ipsam pariatur dolor odit occaecati.
REQ000396,John Buckley,AGT03114,Ad-hoc Analysis,2021-03-21,,In Progress,Low,Ontario,
REQ000397,Erin Cantu,AGT00308,Access Issue,2024-02-16,2024-03-06,Resolved,High,Manitoba,Reprehenderit ipsam exercitationem optio soluta.
REQ000398,Victoria Williamson,AGT01719,Dashboard Update,2021-08-20,2021-09-13,Resolved,Medium,Alberta,Enim eius laudantium ducimus dolores.
REQ000399,Troy Jones,AGT00913,KPI Clarification,2025-01-16,,In Progress,Low,Saskatchewan,
REQ000400,Marissa Davidson,AGT03890,Data Discrepancy,2025-12-24,,Open,High,British Columbia,
REQ000401,Angela Williams,AGT09603,Access Issue,2025-04-17,2025-05-16,Resolved,Medium,British Columbia,Asperiores quas odit neque est quo corrupti eos labore inventore.
REQ000402,Melissa Jackson,AGT09769,Ad-hoc Analysis,2021-06-23,,Escalated,Medium,Quebec,
REQ000403,Kristie Fields,AGT03968,KPI Clarification,2024-11-20,,In Progress,High,Manitoba,
REQ000404,Johnathan Andrews,AGT07832,Report Request,2022-04-23,2022-05-09,Resolved,Critical,Alberta,Hic ad voluptates voluptas asperiores.
REQ000405,Patrick Shepard,AGT01505,Report Request,2022-12-26,,Open,Medium,Saskatchewan,
REQ000406,Robert Bates,AGT00841,Report Request,2024-08-04,,Open,Low,Quebec,
REQ000407,Shelly Mosley,AGT00333,Data Discrepancy,2024-11-10,,In Progress,Low,Manitoba,
REQ000408,Laura Sanders,AGT01835,Access Issue,2022-12-31,,Escalated,High,Ontario,
REQ000409,Samuel Jones,AGT07333,Dashboard Update,2023-05-17,2023-05-27,Resolved,Low,Quebec,Animi reiciendis mollitia quod voluptatem.
REQ000410,Jennifer Copeland,AGT04664,Report Request,2022-10-25,2022-11-21,Resolved,Low,Quebec,Corporis assumenda nisi sapiente asperiores tempora quos cupiditate accusamus aliquam.
REQ000411,James Hall,AGT02185,Data Discrepancy,2022-08-04,,In Progress,Low,Alberta,
REQ000412,Gregory Smith,AGT07990,Ad-hoc Analysis,2022-03-09,,In Progress,Low,Quebec,
REQ000413,Jessica James,AGT03084,Ad-hoc Analysis,2022-08-03,,In Progress,Medium,Quebec,
REQ000414,Eric Harrison,AGT08649,Data Discrepancy,2025-05-04,,Escalated,Medium,Alberta,
REQ000415,Michael Rodgers,AGT03033,KPI Clarification,2025-07-09,,In Progress,Low,Quebec,
REQ000416,Andrew Wade,AGT00515,Ad-hoc Analysis,2022-08-22,,In Progress,Critical,British Columbia,
REQ000417,Marie Evans,AGT04856,Report Request,2022-10-30,,Escalated,Critical,Ontario,
REQ000418,Daniel Alexander,AGT06610,Access Issue,2023-11-21,2023-11-22,Resolved,Low,Alberta,Cum voluptatem maiores odit exercitationem mollitia aspernatur.
REQ000419,Michael Rose,AGT03336,Ad-hoc Analysis,2023-10-29,,Open,Medium,Saskatchewan,
REQ000420,Fernando James,AGT03416,Report Request,2024-06-11,,Escalated,Critical,Manitoba,
REQ000421,Rebecca Lane,AGT00964,KPI Clarification,2024-02-20,,Escalated,High,Alberta,
REQ000422,Benjamin Cook,AGT03584,KPI Clarification,2023-01-06,,In Progress,Medium,Quebec,
REQ000423,Joseph Walker,AGT04292,Data Discrepancy,2021-11-25,2021-12-03,Resolved,Critical,Ontario,Ipsum illum occaecati cumque beatae rerum facilis porro minima nulla.
REQ000424,Christian Carpenter,AGT06050,Report Request,2023-02-15,,In Progress,High,Saskatchewan,
REQ000425,Lauren Koch,AGT01652,Dashboard Update,2024-05-09,,Escalated,Critical,British Columbia,
REQ000426,John Williams,AGT00965,Access Issue,2023-10-08,,Open,Critical,Ontario,
REQ000427,Jorge Keller,AGT06081,Ad-hoc Analysis,2022-12-20,,In Progress,High,Manitoba,
